RefSeq mRNA ID	NCBI gene ID	Gene name
NM_001001734	480	ATP1A4
NM_001677	481	ATP1B1
NM_001303263	482	ATP1B2
NM_001678	482	ATP1B2
NM_001679	483	ATP1B3
NM_001680	486	FXYD2
NM_021603	486	FXYD2
NM_173201	487	ATP2A1
NM_004320	487	ATP2A1
NM_001286075	487	ATP2A1
NM_170665	488	ATP2A2
NM_001681	488	ATP2A2
NM_005173	489	ATP2A3
NM_174955	489	ATP2A3
NM_174958	489	ATP2A3
NM_174953	489	ATP2A3
NM_174954	489	ATP2A3
NM_174957	489	ATP2A3
NM_174956	489	ATP2A3
NM_001001323	490	ATP2B1
NM_001682	490	ATP2B1
NM_001683	491	ATP2B2
NM_001001331	491	ATP2B2
NM_021949	492	ATP2B3
NM_001001344	492	ATP2B3
NM_001684	493	ATP2B4
NM_001001396	493	ATP2B4
NM_000704	495	ATP4A
NM_000705	496	ATP4B
NM_004046	498	ATP5A1
NM_001257334	498	ATP5A1
NM_001257335	498	ATP5A1
NM_001001935	498	ATP5A1
NM_001001937	498	ATP5A1
NM_001182	501	ALDH7A1
NM_001201377	501	ALDH7A1
NM_001202404	501	ALDH7A1
NM_001686	506	ATP5B
NM_001320886	509	ATP5C1
NM_001001973	509	ATP5C1
NM_005174	509	ATP5C1
NM_001001975	513	ATP5D
NM_001687	513	ATP5D
NM_006886	514	ATP5E
NM_001688	515	ATP5F1
NM_001002027	516	ATP5G1
NM_005175	516	ATP5G1
NM_005176	517	ATP5G2
NM_001002031	517	ATP5G2
NM_001190329	518	ATP5G3
NM_001689	518	ATP5G3
NM_001002258	518	ATP5G3
NM_007100	521	ATP5I
NM_001320266	522	ATP5J
NM_001003697	522	ATP5J
NM_001003696	522	ATP5J
NM_001003701	522	ATP5J
NM_001320267	522	ATP5J
NM_001003703	522	ATP5J
NM_001685	522	ATP5J
NM_001690	523	ATP6V1A
NM_001692	525	ATP6V1B1
NM_001693	526	ATP6V1B2
NM_001198569	527	ATP6V0C
NM_001694	527	ATP6V0C
NM_001695	528	ATP6V1C1
NM_001696	529	ATP6V1E1
NM_001039367	529	ATP6V1E1
NM_001039366	529	ATP6V1E1
NM_004047	533	ATP6V0B
NM_001294333	533	ATP6V0B
NM_001039457	533	ATP6V0B
NM_130463	534	ATP6V1G2
NM_001204078	534	ATP6V1G2
NM_138282	534	ATP6V1G2
NM_130463	534	ATP6V1G2
NM_001204078	534	ATP6V1G2
NM_138282	534	ATP6V1G2
NM_001204078	534	ATP6V1G2
NM_130463	534	ATP6V1G2
NM_138282	534	ATP6V1G2
NM_130463	534	ATP6V1G2
NM_001204078	534	ATP6V1G2
NM_138282	534	ATP6V1G2
NM_138282	534	ATP6V1G2
NM_001204078	534	ATP6V1G2
NM_130463	534	ATP6V1G2
NM_130463	534	ATP6V1G2
NM_001204078	534	ATP6V1G2
NM_138282	534	ATP6V1G2
NM_130463	534	ATP6V1G2
NM_001204078	534	ATP6V1G2
NM_138282	534	ATP6V1G2
NM_001130020	535	ATP6V0A1
NM_005177	535	ATP6V0A1
NM_001130021	535	ATP6V0A1
NM_001183	537	ATP6AP1
NM_000052	538	ATP7A
NM_001282224	538	ATP7A
NM_001697	539	ATP5O
NM_000053	540	ATP7B
NM_001005918	540	ATP7B
NM_001243182	540	ATP7B
NM_001330578	540	ATP7B
NM_001184	545	ATR
NM_000489	546	ATRX
NM_138270	546	ATRX
NM_004321	547	KIF1A
NM_001244008	547	KIF1A
NM_001320705	547	KIF1A
NM_001698	549	AUH
NM_001306190	549	AUH
NM_181575	550	AUP1
NM_000490	551	AVP
NM_000706	552	AVPR1A
NM_000707	553	AVPR1B
NM_001146151	554	AVPR2
NM_000054	554	AVPR2
NM_021913	558	AXL
NM_001699	558	AXL
NM_001278599	558	AXL
NM_001185	563	AZGP1
NM_001700	566	AZU1
NM_001700	566	AZU1
NM_001701	570	BAAT
NM_001127610	570	BAAT
NM_001701	570	BAAT
NM_001127610	570	BAAT
NM_001186	571	BACH1
NM_206866	571	BACH1
NM_004322	572	BAD
NM_032989	572	BAD
NM_001349286	573	BAG1
NM_001349299	573	BAG1
NM_004323	573	BAG1
NM_001172415	573	BAG1
NM_001187	574	BAGE
NM_001702	575	ADGRB1
NM_001294336	576	ADGRB2
NM_001294335	576	ADGRB2
NM_001704	577	ADGRB3
NM_001188	578	BAK1
NM_001189	579	NKX3-2
NM_000465	580	BARD1
NM_001282549	580	BARD1
NM_001282543	580	BARD1
NM_001282548	580	BARD1
NM_001282545	580	BARD1
NM_138761	581	BAX
NM_138764	581	BAX
NM_001291428	581	BAX
NM_138763	581	BAX
NM_001291431	581	BAX
NM_004324	581	BAX
NM_001291429	581	BAX
NM_001291430	581	BAX
NM_024649	582	BBS1
NM_031885	583	BBS2
NM_033028	585	BBS4
NM_001320665	585	BBS4
NM_001252678	585	BBS4
NM_005504	586	BCAT1
NM_001178094	586	BCAT1
NM_001178092	586	BCAT1
NM_001178093	586	BCAT1
NM_001178091	586	BCAT1
NM_001164773	587	BCAT2
NM_001284325	587	BCAT2
NM_001190	587	BCAT2
NM_000055	590	BCHE
NM_001164783	593	BCKDHA
NM_000709	593	BCKDHA
NM_000056	594	BCKDHB
NM_183050	594	BCKDHB
NM_001318975	594	BCKDHB
NM_053056	595	CCND1
NM_000633	596	BCL2
NM_000657	596	BCL2
NM_004049	597	BCL2A1
NM_001114735	597	BCL2A1
NM_001322242	598	BCL2L1
NM_001322239	598	BCL2L1
NM_001317920	598	BCL2L1
NM_001191	598	BCL2L1
NM_001317919	598	BCL2L1
NM_138578	598	BCL2L1
NM_001322240	598	BCL2L1
NM_001317921	598	BCL2L1
NM_004050	599	BCL2L2
NM_001199839	599	BCL2L2
NM_005178	602	BCL3
NM_001706	604	BCL6
NM_001130845	604	BCL6
NM_001134738	604	BCL6
NM_020993	605	BCL7A
NM_001024808	605	BCL7A
NM_004326	607	BCL9
NM_001192	608	TNFRSF17
NM_001194	610	HCN2
NM_001708	611	OPN1SW
NM_004327	613	BCR
NM_021574	613	BCR
NM_001318836	617	BCS1L
NM_001257344	617	BCS1L
NM_001079866	617	BCS1L
NM_001257343	617	BCS1L
NM_004328	617	BCS1L
NM_001257342	617	BCS1L
NM_001320717	617	BCS1L
NM_004051	622	BDH1
NM_203315	622	BDH1
NM_203314	622	BDH1
NM_004051	622	BDH1
NM_203315	622	BDH1
NM_203314	622	BDH1
NM_000710	623	BDKRB1
NM_000623	624	BDKRB2
NM_001143816	627	BDNF
NM_170735	627	BDNF
NM_170734	627	BDNF
NM_001709	627	BDNF
NM_001143814	627	BDNF
NM_001143813	627	BDNF
NM_001143812	627	BDNF
NM_001143808	627	BDNF
NM_001143809	627	BDNF
NM_001143810	627	BDNF
NM_001143807	627	BDNF
NM_170732	627	BDNF
NM_001143806	627	BDNF
NM_001143805	627	BDNF
NM_170731	627	BDNF
NM_170733	627	BDNF
NM_001143811	627	BDNF
NM_001710	629	CFB
NM_001710	629	CFB
NM_001710	629	CFB
NM_001710	629	CFB
NM_001710	629	CFB
NM_001710	629	CFB
NM_001710	629	CFB
NM_001195	631	BFSP1
NM_001278608	631	BFSP1
NM_001161705	631	BFSP1
NM_001278607	631	BFSP1
NM_001278606	631	BFSP1
NM_199173	632	BGLAP
NM_001711	633	BGN
NM_001184813	634	CEACAM1
NM_001712	634	CEACAM1
NM_001184816	634	CEACAM1
NM_001205344	634	CEACAM1
NM_001024912	634	CEACAM1
NM_001184815	634	CEACAM1
NM_001713	635	BHMT
NM_001003398	636	BICD1
NM_001714	636	BICD1
NM_197966	637	BID
NM_001244570	637	BID
NM_001244567	637	BID
NM_001196	637	BID
NM_001244572	637	BID
NM_001244569	637	BID
NM_197967	637	BID
NM_001197	638	BIK
NM_001198	639	PRDM1
NM_182907	639	PRDM1
NM_001715	640	BLK
NM_001330465	640	BLK
NM_001287248	641	BLM
NM_000057	641	BLM
NM_001287246	641	BLM
NM_001287247	641	BLM
NM_000386	642	BLMH
NM_001716	643	CXCR5
NM_032966	643	CXCR5
NM_000712	644	BLVRA
NM_001253823	644	BLVRA
NM_000713	645	BLVRB
NM_001717	646	BNC1
NM_001301206	646	BNC1
NM_005180	648	BMI1
NM_006129	649	BMP1
NM_001199	649	BMP1
NM_001200	650	BMP2
NM_001201	651	BMP3
NM_001202	652	BMP4
NM_130850	652	BMP4
NM_001347914	652	BMP4
NM_130851	652	BMP4
NM_021073	653	BMP5
NM_001718	654	BMP6
NM_001719	655	BMP7
NM_001720	656	BMP8B
NM_004329	657	BMPR1A
NM_001203	658	BMPR1B
NM_001256792	658	BMPR1B
NM_001256794	658	BMPR1B
NM_001256793	658	BMPR1B
NM_001204	659	BMPR2
NM_203281	660	BMX
NM_001320866	660	BMX
NM_001721	660	BMX
NM_001722	661	POLR3D
NM_013979	662	BNIP1
NM_001205	662	BNIP1
NM_013980	662	BNIP1
NM_013978	662	BNIP1
NM_004330	663	BNIP2
NM_001320674	663	BNIP2
NM_001320675	663	BNIP2
NM_004052	664	BNIP3
NM_001330491	665	BNIP3L
NM_004331	665	BNIP3L
NM_032515	666	BOK
NM_015548	667	DST
NM_001723	667	DST
NM_001144769	667	DST
NM_001144770	667	DST
NM_183380	667	DST
NM_023067	668	FOXL2
NM_001724	669	BPGM
NM_001293085	669	BPGM
NM_199186	669	BPGM
NM_001302777	670	BPHL
NM_004332	670	BPHL
NM_001725	671	BPI
NM_007294	672	BRCA1
NM_007299	672	BRCA1
NM_007297	672	BRCA1
NM_007300	672	BRCA1
NM_007298	672	BRCA1
NM_004333	673	BRAF
NM_000059	675	BRCA2
NM_001242805	676	BRDT
NM_001242810	676	BRDT
NM_001726	676	BRDT
NM_001242808	676	BRDT
NM_001242807	676	BRDT
NM_001242806	676	BRDT
NM_207189	676	BRDT
NM_001244698	677	ZFP36L1
NM_004926	677	ZFP36L1
NM_001244701	677	ZFP36L1
NM_006887	678	ZFP36L2
NM_001727	680	BRS3
NM_198590	682	BSG
NM_198591	682	BSG
NM_001728	682	BSG
NM_198589	682	BSG
NM_001322243	682	BSG
NM_004334	683	BST1
NM_004335	684	BST2
NM_001316963	685	BTC
NM_001729	685	BTC
NM_001281723	686	BTD
NM_000060	686	BTD
NM_001281726	686	BTD
NM_001281724	686	BTD
NM_001323582	686	BTD
NM_001281725	686	BTD
NM_001206	687	KLF9
NM_001730	688	KLF5
NM_001286818	688	KLF5
NM_001207	689	BTF3
NM_001037637	689	BTF3
NM_001731	694	BTG1
NM_000061	695	BTK
NM_001287344	695	BTK
NM_001287345	695	BTK
NM_001732	696	BTN1A1
NM_001278617	699	BUB1
NM_004336	699	BUB1
NM_001278616	699	BUB1
NM_001211	701	BUB1B
NM_004053	705	BYSL
NM_000714	706	TSPO
NM_001256531	706	TSPO
NM_001256530	706	TSPO
NM_001212	708	C1QBP
NM_000062	710	SERPING1
NM_001032295	710	SERPING1
NM_001347465	712	C1QA
NM_015991	712	C1QA
NM_000491	713	C1QB
NM_172369	714	C1QC
NM_001114101	714	C1QC
NM_001733	715	C1R
NM_201442	716	C1S
NM_001734	716	C1S
NM_001346850	716	C1S
NM_000063	717	C2
NM_001282459	717	C2
NM_001145903	717	C2
NM_001178063	717	C2
NM_001282458	717	C2
NM_001282457	717	C2
NM_001282459	717	C2
NM_000063	717	C2
NM_001178063	717	C2
NM_001282458	717	C2
NM_001282457	717	C2
NM_001145903	717	C2
NM_000063	717	C2
NM_001282459	717	C2
NM_001282457	717	C2
NM_001178063	717	C2
NM_001145903	717	C2
NM_001282458	717	C2
NM_000063	717	C2
NM_001282459	717	C2
NM_001282457	717	C2
NM_001178063	717	C2
NM_001145903	717	C2
NM_001282458	717	C2
NM_000063	717	C2
NM_001282459	717	C2
NM_001178063	717	C2
NM_001282458	717	C2
NM_001282457	717	C2
NM_001145903	717	C2
NM_001282457	717	C2
NM_001178063	717	C2
NM_001282458	717	C2
NM_000063	717	C2
NM_001145903	717	C2
NM_001282459	717	C2
NM_000063	717	C2
NM_001282459	717	C2
NM_001282458	717	C2
NM_001145903	717	C2
NM_001282457	717	C2
NM_001178063	717	C2
NM_000064	718	C3
NM_004054	719	C3AR1
NM_001352000	720	C4A
NM_007293	720	C4A
NM_001252204	720	C4A
NM_001252204	720	C4A
NM_007293	720	C4A
NM_007293	720	C4A
NM_001252204	720	C4A
NM_001002029	721	C4B
NM_001002029	721	C4B
NM_001002029	721	C4B
NM_001002029	721	C4B
NM_000715	722	C4BPA
NM_001017365	725	C4BPB
NM_000716	725	C4BPB
NM_001017366	725	C4BPB
NM_001017364	725	C4BPB
NM_001017367	725	C4BPB
NM_004055	726	CAPN5
NM_001735	727	C5
NM_001317163	727	C5
NM_001317164	727	C5
NM_001736	728	C5AR1
NM_000065	729	C6
NM_001115131	729	C6
NM_000587	730	C7
NM_000562	731	C8A
NM_000066	732	C8B
NM_001278544	732	C8B
NM_001278543	732	C8B
NM_000606	733	C8G
NM_004337	734	OSGIN2
NM_001126111	734	OSGIN2
NM_001737	735	C9
NM_013265	738	VPS51
NM_004927	740	MRPL49
NM_014205	741	ZNHIT2
NM_001145399	744	MPPED2
NM_001584	744	MPPED2
NM_001127392	745	MYRF
NM_013279	745	MYRF
NM_014206	746	TMEM258
NM_006133	747	DAGLA
NM_005892	752	FMNL1
NM_181482	753	LDLRAD4
NM_181481	753	LDLRAD4
NM_001003674	753	LDLRAD4
NM_001276249	753	LDLRAD4
NM_001003675	753	LDLRAD4
NM_001276251	753	LDLRAD4
NM_004339	754	PTTG1IP
NM_001286822	754	PTTG1IP
NM_001271442	755	C21orf2
NM_001271440	755	C21orf2
NM_004928	755	C21orf2
NM_001271441	755	C21orf2
NM_006134	757	TMEM50B
NM_006134	757	TMEM50B
NM_001044370	758	MPPED1
NM_001128831	759	CA1
NM_001738	759	CA1
NM_001291967	759	CA1
NM_001291968	759	CA1
NM_001128829	759	CA1
NM_001164830	759	CA1
NM_001128830	759	CA1
NM_001293675	760	CA2
NM_000067	760	CA2
NM_005181	761	CA3
NM_000717	762	CA4
NM_001739	763	CA5A
NM_001270502	765	CA6
NM_001215	765	CA6
NM_001270500	765	CA6
NM_001270501	765	CA6
NM_005182	766	CA7
NM_001014435	766	CA7
NM_001321839	767	CA8
NM_004056	767	CA8
NM_001321838	767	CA8
NM_001321837	767	CA8
NM_001216	768	CA9
NM_001217	770	CA11
NM_001218	771	CA12
NM_206925	771	CA12
NM_001293642	771	CA12
NM_001127222	773	CACNA1A
NM_001127221	773	CACNA1A
NM_001174080	773	CACNA1A
NM_000068	773	CACNA1A
NM_023035	773	CACNA1A
NM_001243812	774	CACNA1B
NM_000718	774	CACNA1B
NM_001129834	775	CACNA1C
NM_000719	775	CACNA1C
NM_001129837	775	CACNA1C
NM_001129841	775	CACNA1C
NM_001129831	775	CACNA1C
NM_001129842	775	CACNA1C
NM_001129844	775	CACNA1C
NM_001129835	775	CACNA1C
NM_001129846	775	CACNA1C
NM_001129838	775	CACNA1C
NM_001129840	775	CACNA1C
NM_001129827	775	CACNA1C
NM_199460	775	CACNA1C
NM_001129832	775	CACNA1C
NM_001129843	775	CACNA1C
NM_001129829	775	CACNA1C
NM_001129836	775	CACNA1C
NM_001129830	775	CACNA1C
NM_001129839	775	CACNA1C
NM_001129833	775	CACNA1C
NM_001167623	775	CACNA1C
NM_001167625	775	CACNA1C
NM_001167624	775	CACNA1C
NM_001128840	776	CACNA1D
NM_000720	776	CACNA1D
NM_001128839	776	CACNA1D
NM_000721	777	CACNA1E
NM_001205294	777	CACNA1E
NM_001205293	777	CACNA1E
NM_001256790	778	CACNA1F
NM_001256789	778	CACNA1F
NM_005183	778	CACNA1F
NM_000069	779	CACNA1S
NM_001297652	780	DDR1
NM_001297653	780	DDR1
NM_001297654	780	DDR1
NM_001202523	780	DDR1
NM_013994	780	DDR1
NM_001202521	780	DDR1
NM_001202522	780	DDR1
NM_001954	780	DDR1
NM_013993	780	DDR1
NM_001954	780	DDR1
NM_001297653	780	DDR1
NM_001297654	780	DDR1
NM_001297652	780	DDR1
NM_013994	780	DDR1
NM_001202521	780	DDR1
NM_001202522	780	DDR1
NM_013993	780	DDR1
NM_001202523	780	DDR1
NM_001954	780	DDR1
NM_013993	780	DDR1
NM_001297653	780	DDR1
NM_001297652	780	DDR1
NM_013994	780	DDR1
NM_001954	780	DDR1
NM_001297654	780	DDR1
NM_001202523	780	DDR1
NM_013993	780	DDR1
NM_001202521	780	DDR1
NM_001202522	780	DDR1
NM_001954	780	DDR1
NM_001297653	780	DDR1
NM_001297654	780	DDR1
NM_001297652	780	DDR1
NM_013994	780	DDR1
NM_013993	780	DDR1
NM_001202523	780	DDR1
NM_001202521	780	DDR1
NM_001202522	780	DDR1
NM_001954	780	DDR1
NM_001297653	780	DDR1
NM_001297654	780	DDR1
NM_001297652	780	DDR1
NM_013994	780	DDR1
NM_013993	780	DDR1
NM_001202523	780	DDR1
NM_001202521	780	DDR1
NM_001202522	780	DDR1
NM_000722	781	CACNA2D1
NM_001302890	781	CACNA2D1
NM_000723	782	CACNB1
NM_199248	782	CACNB1
NM_199247	782	CACNB1
NM_201596	783	CACNB2
NM_201593	783	CACNB2
NM_201597	783	CACNB2
NM_001167945	783	CACNB2
NM_201571	783	CACNB2
NM_201572	783	CACNB2
NM_000724	783	CACNB2
NM_001330060	783	CACNB2
NM_201590	783	CACNB2
NM_201570	783	CACNB2
NM_001206917	784	CACNB3
NM_001206916	784	CACNB3
NM_000725	784	CACNB3
NM_001206915	784	CACNB3
NM_001330117	785	CACNB4
NM_000726	785	CACNB4
NM_001330114	785	CACNB4
NM_001330118	785	CACNB4
NM_001320722	785	CACNB4
NM_001005746	785	CACNB4
NM_001005747	785	CACNB4
NM_001330116	785	CACNB4
NM_001330115	785	CACNB4
NM_001145798	785	CACNB4
NM_000727	786	CACNG1
NM_000387	788	SLC25A20
NM_004341	790	CAD
NM_001306079	790	CAD
NM_004929	793	CALB1
NM_001740	794	CALB2
NM_007088	794	CALB2
NM_007088	794	CALB2
NM_001740	794	CALB2
NM_004057	795	S100G
NM_001741	796	CALCA
NM_001033952	796	CALCA
NM_001033953	796	CALCA
NM_000728	797	CALCB
NM_001164738	799	CALCR
NM_001742	799	CALCR
NM_001164737	799	CALCR
NM_033157	800	CALD1
NM_033138	800	CALD1
NM_004342	800	CALD1
NM_033140	800	CALD1
NM_033139	800	CALD1
NM_006888	801	CALM1
NM_001743	805	CALM2
NM_001305625	805	CALM2
NM_001305626	805	CALM2
NM_001305624	805	CALM2
NM_001329923	805	CALM3
NM_001329924	805	CALM3
NM_001329922	805	CALM3
NM_001329926	805	CALM3
NM_001329921	805	CALM3
NM_005184	805	CALM3
NM_006888	805	CALM1
NM_001329923	808	CALM3
NM_001329924	808	CALM3
NM_001329922	808	CALM3
NM_001329926	808	CALM3
NM_001329921	808	CALM3
NM_005184	808	CALM3
NM_006888	808	CALM1
NM_005185	810	CALML3
NM_004343	811	CALR
NM_001199673	813	CALU
NM_001199672	813	CALU
NM_001219	813	CALU
NM_001130674	813	CALU
NM_001199671	813	CALU
NM_001323374	814	CAMK4
NM_001323375	814	CAMK4
NM_001323376	814	CAMK4
NM_001744	814	CAMK4
NM_001323377	814	CAMK4
NM_171825	815	CAMK2A
NM_015981	815	CAMK2A
NM_001293170	816	CAMK2B
NM_001220	816	CAMK2B
NM_172078	816	CAMK2B
NM_172081	816	CAMK2B
NM_172083	816	CAMK2B
NM_172082	816	CAMK2B
NM_172084	816	CAMK2B
NM_172080	816	CAMK2B
NM_172079	816	CAMK2B
NM_001321571	817	CAMK2D
NM_001321569	817	CAMK2D
NM_001221	817	CAMK2D
NM_001321580	817	CAMK2D
NM_001321566	817	CAMK2D
NM_001321573	817	CAMK2D
NM_001321589	817	CAMK2D
NM_001321579	817	CAMK2D
NM_172114	817	CAMK2D
NM_001321568	817	CAMK2D
NM_001321575	817	CAMK2D
NM_001321572	817	CAMK2D
NM_001321567	817	CAMK2D
NM_001321583	817	CAMK2D
NM_001321577	817	CAMK2D
NM_172115	817	CAMK2D
NM_001321591	817	CAMK2D
NM_172129	817	CAMK2D
NM_001321592	817	CAMK2D
NM_001321590	817	CAMK2D
NM_001321581	817	CAMK2D
NM_001321578	817	CAMK2D
NM_001321582	817	CAMK2D
NM_001321588	817	CAMK2D
NM_001321584	817	CAMK2D
NM_001321574	817	CAMK2D
NM_172127	817	CAMK2D
NM_001321587	817	CAMK2D
NM_001321576	817	CAMK2D
NM_001321586	817	CAMK2D
NM_001321570	817	CAMK2D
NM_001321585	817	CAMK2D
NM_172128	817	CAMK2D
NM_001222	818	CAMK2G
NM_172173	818	CAMK2G
NM_172169	818	CAMK2G
NM_001320898	818	CAMK2G
NM_001204492	818	CAMK2G
NM_172170	818	CAMK2G
NM_172171	818	CAMK2G
NM_001745	819	CAMLG
NM_004345	820	CAMP
NM_001746	821	CANX
NM_001024649	821	CANX
NM_001256140	822	CAPG
NM_001320734	822	CAPG
NM_001747	822	CAPG
NM_001320732	822	CAPG
NM_001320733	822	CAPG
NM_001256139	822	CAPG
NM_001198868	823	CAPN1
NM_001198869	823	CAPN1
NM_005186	823	CAPN1
NM_001748	824	CAPN2
NM_001146068	824	CAPN2
NM_024344	825	CAPN3
NM_173087	825	CAPN3
NM_000070	825	CAPN3
NM_173088	825	CAPN3
NM_173089	825	CAPN3
NM_173090	825	CAPN3
NM_001003962	826	CAPNS1
NM_001749	826	CAPNS1
NM_001302632	826	CAPNS1
NM_001302633	826	CAPNS1
NM_014289	827	CAPN6
NM_004058	828	CAPS
NM_080590	828	CAPS
NM_006135	829	CAPZA1
NM_006136	830	CAPZA2
NM_001330631	831	CAST
NM_001190442	831	CAST
NM_001330627	831	CAST
NM_001330628	831	CAST
NM_001042444	831	CAST
NM_001330633	831	CAST
NM_001042440	831	CAST
NM_001042442	831	CAST
NM_001330632	831	CAST
NM_001284212	831	CAST
NM_173060	831	CAST
NM_001042445	831	CAST
NM_001284213	831	CAST
NM_001042443	831	CAST
NM_001206541	832	CAPZB
NM_001206540	832	CAPZB
NM_001282162	832	CAPZB
NM_004930	832	CAPZB
NM_001313932	832	CAPZB
NM_001014437	833	CARS
NM_001194997	833	CARS
NM_001751	833	CARS
NM_139273	833	CARS
NM_001014437	833	CARS
NM_001194997	833	CARS
NM_001751	833	CARS
NM_139273	833	CARS
NM_033293	834	CASP1
NM_001223	834	CASP1
NM_001257118	834	CASP1
NM_033292	834	CASP1
NM_001257119	834	CASP1
NM_033294	834	CASP1
NM_033295	834	CASP1
NM_032982	835	CASP2
NM_001224	835	CASP2
NM_032983	835	CASP2
NM_004346	836	CASP3
NM_032991	836	CASP3
NM_001225	837	CASP4
NM_033306	837	CASP4
NM_001136109	838	CASP5
NM_001136110	838	CASP5
NM_001136112	838	CASP5
NM_004347	838	CASP5
NM_032992	839	CASP6
NM_001226	839	CASP6
NM_033340	840	CASP7
NM_033339	840	CASP7
NM_033338	840	CASP7
NM_001267058	840	CASP7
NM_001267057	840	CASP7
NM_001227	840	CASP7
NM_001320911	840	CASP7
NM_001267056	840	CASP7
NM_001080124	841	CASP8
NM_033355	841	CASP8
NM_001228	841	CASP8
NM_033358	841	CASP8
NM_001080125	841	CASP8
NM_033356	841	CASP8
NM_001229	842	CASP9
NM_001278054	842	CASP9
NM_032996	842	CASP9
NM_032977	843	CASP10
NM_032974	843	CASP10
NM_001306083	843	CASP10
NM_001230	843	CASP10
NM_001206542	843	CASP10
NM_032976	843	CASP10
NM_001206524	843	CASP10
NM_001231	844	CASQ1
NM_001232	845	CASQ2
NM_000388	846	CASR
NM_001178065	846	CASR
NM_001752	847	CAT
NM_001753	857	CAV1
NM_001172896	857	CAV1
NM_001172897	857	CAV1
NM_001172895	857	CAV1
NM_001233	858	CAV2
NM_001206747	858	CAV2
NM_198212	858	CAV2
NM_001206748	858	CAV2
NM_001234	859	CAV3
NM_033337	859	CAV3
NM_001024630	860	RUNX2
NM_001278478	860	RUNX2
NM_001015051	860	RUNX2
NM_001122607	861	RUNX1
NM_001754	861	RUNX1
NM_001001890	861	RUNX1
NM_175634	862	RUNX1T1
NM_004349	862	RUNX1T1
NM_175636	862	RUNX1T1
NM_175635	862	RUNX1T1
NM_001198632	862	RUNX1T1
NM_001198626	862	RUNX1T1
NM_001198629	862	RUNX1T1
NM_001198630	862	RUNX1T1
NM_001198627	862	RUNX1T1
NM_001198625	862	RUNX1T1
NM_001198633	862	RUNX1T1
NM_001198679	862	RUNX1T1
NM_001198634	862	RUNX1T1
NM_001198631	862	RUNX1T1
NM_001198628	862	RUNX1T1
NM_175931	863	CBFA2T3
NM_005187	863	CBFA2T3
NM_004350	864	RUNX3
NM_001031680	864	RUNX3
NM_001320672	864	RUNX3
NM_001755	865	CBFB
NM_022845	865	CBFB
NM_001756	866	SERPINA6
NM_001756	866	SERPINA6
NM_005188	867	CBL
NM_001321791	868	CBLB
NM_001321794	868	CBLB
NM_001321813	868	CBLB
NM_001321793	868	CBLB
NM_001321789	868	CBLB
NM_001321806	868	CBLB
NM_170662	868	CBLB
NM_001321795	868	CBLB
NM_001321798	868	CBLB
NM_001321796	868	CBLB
NM_001321799	868	CBLB
NM_001321811	868	CBLB
NM_001321816	868	CBLB
NM_001321807	868	CBLB
NM_001321797	868	CBLB
NM_001321790	868	CBLB
NM_001321788	868	CBLB
NM_001321786	868	CBLB
NM_001321808	868	CBLB
NM_001321822	868	CBLB
NM_001321820	868	CBLB
NM_004352	869	CBLN1
NM_001207014	871	SERPINH1
NM_001235	871	SERPINH1
NM_001286789	873	CBR1
NM_001757	873	CBR1
NM_001236	874	CBR3
NM_001321072	875	CBS
NM_000071	875	CBS
NM_001178009	875	CBS
NM_001320298	875	CBS
NM_001178008	875	CBS
NM_005893	881	CCIN
NM_004059	883	KYAT1
NM_001122671	883	KYAT1
NM_001122672	883	KYAT1
NM_001287390	883	KYAT1
NM_000729	885	CCK
NM_001174138	885	CCK
NM_000730	886	CCKAR
NM_176875	887	CCKBR
NM_001318029	887	CCKBR
NM_194455	889	KRIT1
NM_004912	889	KRIT1
NM_194454	889	KRIT1
NM_001013406	889	KRIT1
NM_001350676	889	KRIT1
NM_001350675	889	KRIT1
NM_001350684	889	KRIT1
NM_001350689	889	KRIT1
NM_001350685	889	KRIT1
NM_001350674	889	KRIT1
NM_001350697	889	KRIT1
NM_194456	889	KRIT1
NM_001237	890	CCNA2
NM_031966	891	CCNB1
NM_001013399	892	CCNC
NM_005190	892	CCNC
NM_001759	894	CCND2
NM_001760	896	CCND3
NM_001287427	896	CCND3
NM_001136126	896	CCND3
NM_001136017	896	CCND3
NM_001136125	896	CCND3
NM_001287434	896	CCND3
NM_001322261	898	CCNE1
NM_001238	898	CCNE1
NM_001322262	898	CCNE1
NM_001322259	898	CCNE1
NM_001323538	899	CCNF
NM_001761	899	CCNF
NM_004060	900	CCNG1
NM_199246	900	CCNG1
NM_004354	901	CCNG2
NM_001239	902	CCNH
NM_001199189	902	CCNH
NM_001240	904	CCNT1
NM_001277842	904	CCNT1
NM_001320748	905	CCNT2
NM_001241	905	CCNT2
NM_001320749	905	CCNT2
NM_058241	905	CCNT2
NM_001762	908	CCT6A
NM_001009186	908	CCT6A
NM_001320652	909	CD1A
NM_001763	909	CD1A
NM_001764	910	CD1B
NM_001765	911	CD1C
NM_001319145	912	CD1D
NM_001766	912	CD1D
NM_030893	913	CD1E
NM_001185112	913	CD1E
NM_001185115	913	CD1E
NM_001185107	913	CD1E
NM_001185113	913	CD1E
NM_001042586	913	CD1E
NM_001185108	913	CD1E
NM_001042585	913	CD1E
NM_001042587	913	CD1E
NM_001185110	913	CD1E
NM_001042583	913	CD1E
NM_001042584	913	CD1E
NM_001185114	913	CD1E
NM_001767	914	CD2
NM_000732	915	CD3D
NM_001040651	915	CD3D
