raw_ids	SYMBOL	GENENAME
NM_001316627	l(1)G0289	lethal (1) G0289
NM_001144713	CG43347	uncharacterized protein
NM_001272495	CG43347	uncharacterized protein
NM_132412	CG43347	uncharacterized protein
NM_167240	ras	raspberry
NM_001272498	ras	raspberry
NM_167241	ras	raspberry
NM_079907	ras	raspberry
NM_001369990	ras	raspberry
NM_001298168	Ork1	Open rectifier K[+] channel 1
NM_078557	Ork1	Open rectifier K[+] channel 1
NM_001298167	Ork1	Open rectifier K[+] channel 1
NM_167259	Ork1	Open rectifier K[+] channel 1
NM_132446	vex	vexed
NM_132461	CG15199	uncharacterized protein
NM_001272515	CG44422	uncharacterized protein
NM_001201649	CG44422	uncharacterized protein
NM_132471	CG44422	uncharacterized protein
NM_167277	CG44422	uncharacterized protein
NM_132472	CG44422	uncharacterized protein
NM_001298188	CG44422	uncharacterized protein
NM_206681	dlg1	discs large 1
NM_206683	dlg1	discs large 1
NM_001103486	dlg1	discs large 1
NM_001103485	dlg1	discs large 1
NM_206684	dlg1	discs large 1
NM_001272517	dlg1	discs large 1
NM_078565	dlg1	discs large 1
NM_206682	dlg1	discs large 1
NM_001258694	dlg1	discs large 1
NM_001272518	dlg1	discs large 1
NM_001169248	dlg1	discs large 1
NM_167282	dlg1	discs large 1
NM_001272519	dlg1	discs large 1
NM_001258693	dlg1	discs large 1
NM_167292	Ptp10D	Protein tyrosine phosphatase 10D
NM_206690	Ptp10D	Protein tyrosine phosphatase 10D
NM_001272524	Ptp10D	Protein tyrosine phosphatase 10D
NM_001272525	Ptp10D	Protein tyrosine phosphatase 10D
NM_001144715	Ptp10D	Protein tyrosine phosphatase 10D
NM_206691	Ptp10D	Protein tyrosine phosphatase 10D
NM_080762	CkIIbeta	Casein kinase II beta subunit
NM_206692	CkIIbeta	Casein kinase II beta subunit
NM_001258699	CkIIbeta	Casein kinase II beta subunit
NM_001272533	CkIIbeta	Casein kinase II beta subunit
